date,averageprice,totalvolume,4046,4225,4770,totalbags,smallbags,largebags,xlargebags,type,year,region,gst_avocado,gst_organic,gst_avocado_recipe,gst_avocado_toast,gst_avocado_sandwich,gst_organic_avocado,season
2015-11-22,1.12,56013.43,17535.51,21806.06,2671.75,14000.11,14000.11,0.0,0.0,conventional,2015,Spokane,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.23,3886.59,96.19,1743.54,0.0,2046.86,6.67,2040.19,0.0,organic,2015,Spokane,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.15,134989.16,40115.68,27003.98,23.45,67846.05,60331.15,7514.9,0.0,conventional,2015,StLouis,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.35,5054.8,1866.07,1240.67,0.0,2055.57,70.0,1985.57,0.0,organic,2015,StLouis,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.38,39100.45,912.37,22314.4,34.38,15904.98,15904.98,0.0,0.0,conventional,2015,Syracuse,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.63,1052.37,0.0,48.75,0.0,1003.62,1003.62,0.0,0.0,organic,2015,Syracuse,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,0.97,236178.67,194667.16,39338.15,57.68,77721.92,46934.42,30787.5,0.0,conventional,2015,Tampa,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.78,1983.73,1113.29,63.41,0.0,807.03,797.03,3.33,0.0,organic,2015,Tampa,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,0.96,25114228.11,8571849.8,10389879.59,804662.83,5347835.89,4178583.45,1137229.84,32022.6,conventional,2015,TotalUS,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.49,584276.79,95222.99,249686.75,3686.28,235680.77,99537.47,136143.3,0.0,organic,2015,TotalUS,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,0.92,4481990.34,1549012.12,1588339.47,118170.98,1226467.77,730580.48,494585.14,1302.15,conventional,2015,West,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.29,223979.09,28451.14,77160.23,123.89,118243.83,2251.17,115992.66,0.0,organic,2015,West,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,0.78,615077.36,403133.14,122078.09,12008.93,77857.2,74953.33,2903.87,0.0,conventional,2015,WestTexNewMexico,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-22,1.97,6249.43,1733.4,2873.92,30.95,1611.16,1590.0,21.16,0.0,organic,2015,WestTexNewMexico,32.0,66.0,69.0,7.0,29.0,26.0,4
2015-11-29,1.28,51039.6,941.48,43838.39,75.78,6683.91,5986.26,197.69,0.0,conventional,2015,Albany,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.94,831.69,0.0,94.73,0.0,736.96,755.69,0.0,0.0,organic,2015,Albany,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.99,333280.79,269799.03,28889.63,307.83,53794.68,33031.72,20738.55,24.41,conventional,2015,Atlanta,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.37,5205.88,1340.82,2104.37,0.0,1760.69,103.33,1657.36,0.0,organic,2015,Atlanta,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.16,545800.05,41028.15,379156.09,20147.53,105468.28,103615.95,1852.33,0.0,conventional,2015,BaltimoreWashington,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.32,10961.82,536.38,5920.71,432.48,4072.25,327.43,3744.82,0.0,organic,2015,BaltimoreWashington,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.06,49069.13,24189.98,3255.97,6031.49,16057.99,15860.63,0.0,197.36,conventional,2015,Boise,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.34,1047.42,7.77,418.01,0.0,626.82,20.0,606.82,0.0,organic,2015,Boise,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.19,350559.81,3609.25,272719.08,105.86,74125.62,73864.52,261.1,0.0,conventional,2015,Boston,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.28,6869.81,11.37,388.1,0.0,6470.34,8232.57,0.0,0.0,organic,2015,Boston,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.39,79973.14,1514.69,35682.71,113.49,42662.25,42662.25,0.0,0.0,conventional,2015,BuffaloRochester,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.6,2261.52,16.57,129.95,0.0,2115.0,2096.59,0.0,0.0,organic,2015,BuffaloRochester,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.91,4575710.62,1461699.38,1810202.7,222311.07,1081497.47,991568.84,82338.39,7590.24,conventional,2015,California,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.75,83415.54,13195.19,48229.29,0.0,21991.06,21671.7,319.36,0.0,organic,2015,California,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.95,138858.86,31911.11,53470.54,22685.8,30791.41,27376.3,3415.11,0.0,conventional,2015,Charlotte,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.96,2617.44,142.69,1404.09,638.12,432.54,425.87,6.67,0.0,organic,2015,Charlotte,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.11,751897.89,42851.47,422479.32,74988.97,62161.46,61862.57,298.89,0.0,conventional,2015,Chicago,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.59,22168.32,457.29,21677.7,0.0,33.33,33.33,0.0,0.0,organic,2015,Chicago,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.88,141356.34,2399.32,94093.55,5885.57,38977.9,12785.15,24850.38,1342.37,conventional,2015,CincinnatiDayton,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.5,7189.95,284.13,7558.29,0.0,633.38,263.33,370.05,0.0,organic,2015,CincinnatiDayton,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.03,97235.6,40352.94,22858.09,16653.11,17371.46,12106.21,4115.58,1149.67,conventional,2015,Columbus,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.48,3305.78,452.86,2326.79,0.0,526.13,371.89,154.24,0.0,organic,2015,Columbus,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.8,839818.87,477944.48,244879.52,9913.68,110783.37,96799.4,13967.44,16.53,conventional,2015,DallasFtWorth,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.46,9412.9,5706.47,278.7,0.0,3427.73,3427.73,0.0,0.0,organic,2015,DallasFtWorth,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.12,429109.64,85241.45,179982.42,14146.28,149739.49,31358.6,117819.08,0.0,conventional,2015,Denver,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.88,56722.58,5178.73,11715.12,15.54,39813.19,385.54,39427.65,0.0,organic,2015,Denver,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.09,228427.08,84236.03,38244.11,63664.14,42282.8,31628.56,920.38,9733.86,conventional,2015,Detroit,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.81,5837.79,1437.86,3895.14,0.0,504.79,163.33,341.46,0.0,organic,2015,Detroit,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.12,140981.22,3726.77,82760.11,3336.97,30728.58,27835.71,2816.43,76.44,conventional,2015,GrandRapids,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.66,1497.39,808.92,568.47,0.0,120.0,120.0,0.0,0.0,organic,2015,GrandRapids,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.07,2198408.92,318661.4,1199426.12,248818.72,431502.68,328369.47,83149.01,19984.2,conventional,2015,GreatLakes,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.61,59169.17,6464.54,46706.82,0.0,5997.81,3485.76,2512.05,0.0,organic,2015,GreatLakes,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.17,146103.34,23707.06,82015.89,110.54,40269.85,39640.65,629.2,0.0,conventional,2015,HarrisburgScranton,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.4,3109.42,78.81,199.95,11.9,2818.76,314.95,2503.81,0.0,organic,2015,HarrisburgScranton,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.32,213631.54,3572.7,172790.41,169.1,37099.33,36423.45,675.88,0.0,conventional,2015,HartfordSpringfield,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,2.33,1632.72,30.3,1476.57,0.0,125.85,89.73,36.12,0.0,organic,2015,HartfordSpringfield,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.79,783225.98,391616.95,289533.68,4334.89,97740.46,67880.28,29860.18,0.0,conventional,2015,Houston,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.51,7442.68,4092.5,69.63,0.0,3280.55,3280.55,0.0,0.0,organic,2015,Houston,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.08,108444.41,3079.44,65254.08,10854.59,29256.3,17455.74,9975.21,1825.35,conventional,2015,Indianapolis,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.52,1156.05,213.55,676.97,0.0,265.53,26.67,238.86,0.0,organic,2015,Indianapolis,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.96,121236.54,85341.93,7840.61,266.31,27787.69,7638.25,20149.44,0.0,conventional,2015,Jacksonville,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.87,1303.04,925.68,41.57,11.59,333.33,333.33,0.0,0.0,organic,2015,Jacksonville,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.95,205476.61,88653.67,81160.21,5227.59,30435.14,29475.24,959.9,0.0,conventional,2015,LasVegas,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,2.17,3996.06,1460.87,2505.19,0.0,30.0,30.0,0.0,0.0,organic,2015,LasVegas,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.83,2156008.93,833468.11,501667.47,70943.62,749929.73,681435.37,61342.99,7151.37,conventional,2015,LosAngeles,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.33,45689.27,8753.06,14877.52,0.0,19303.87,19134.05,169.82,0.0,organic,2015,LosAngeles,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.97,58667.71,1290.11,34019.62,2342.95,21015.03,10740.29,9710.74,564.0,conventional,2015,Louisville,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.19,1491.28,34.6,805.09,0.0,651.59,0.0,651.59,0.0,organic,2015,Louisville,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.98,470218.14,349408.27,42435.51,70.13,78304.23,27392.48,59482.61,0.0,conventional,2015,MiamiFtLauderdale,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.51,1203.52,4.91,14.34,0.0,1184.27,642.14,0.0,0.0,organic,2015,MiamiFtLauderdale,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.05,1845443.13,417849.42,939038.5,117353.23,386815.54,344830.99,40738.63,1245.92,conventional,2015,Midsouth,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.5,45599.48,1884.17,24809.12,2351.45,16554.74,6478.55,10076.19,0.0,organic,2015,Midsouth,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.96,119919.67,77155.36,9407.46,5435.02,27921.83,20470.74,7440.75,10.34,conventional,2015,Nashville,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.21,5143.41,373.28,2589.7,0.0,2180.43,436.67,1743.76,0.0,organic,2015,Nashville,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.9,175833.54,96662.75,23572.73,298.68,55299.38,49172.32,6127.06,0.0,conventional,2015,NewOrleansMobile,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.58,2041.47,221.95,0.0,0.0,1819.52,1812.85,6.67,0.0,organic,2015,NewOrleansMobile,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.16,999169.64,13652.41,814571.57,863.58,170082.08,139508.76,30573.32,7.07,conventional,2015,NewYork,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.89,9962.63,1481.23,4689.04,807.44,2984.92,336.18,2648.74,0.0,organic,2015,NewYork,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.22,2593780.51,71191.69,1964333.5,3025.26,555230.06,513647.72,41582.34,0.0,conventional,2015,Northeast,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.59,48901.36,2430.46,9533.76,217.07,36226.15,24764.03,11462.12,0.0,organic,2015,Northeast,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.25,219689.9,2897.91,230517.24,88.58,34725.57,34725.57,0.0,0.0,conventional,2015,NorthernNewEngland,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.63,8205.88,4.77,89.4,0.0,8111.71,8108.38,3.33,0.0,organic,2015,NorthernNewEngland,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.96,262683.8,190361.54,21007.77,37.82,51276.67,27114.53,29739.85,0.0,conventional,2015,Orlando,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.87,2082.98,1491.38,41.6,0.0,550.0,546.67,3.33,0.0,organic,2015,Orlando,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.23,275091.78,11335.64,195284.31,533.71,67938.12,62262.05,5676.07,0.0,conventional,2015,Philadelphia,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.45,5104.74,257.73,1325.46,5.99,3515.56,102.78,3412.78,0.0,organic,2015,Philadelphia,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.75,724915.6,449043.34,208439.29,9770.44,57662.53,57662.53,1555.46,0.0,conventional,2015,PhoenixTucson,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.89,5175.81,4379.15,689.99,0.0,106.67,196.67,0.0,0.0,organic,2015,PhoenixTucson,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.26,54779.61,1443.95,35859.3,958.7,16517.66,7946.78,8570.88,0.0,conventional,2015,Pittsburgh,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.4,1161.01,345.27,136.42,0.0,679.32,522.12,157.2,0.0,organic,2015,Pittsburgh,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.11,1099646.06,460759.58,364748.79,10648.01,263489.68,248449.51,14157.64,882.53,conventional,2015,Plains,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.82,23344.7,3959.16,12315.78,28.42,7041.34,4404.5,2636.84,0.0,organic,2015,Plains,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.04,353818.15,78566.84,113850.46,13672.29,147728.56,147268.25,89.0,371.31,conventional,2015,Portland,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.12,20992.27,964.58,9321.52,8.34,10697.83,55.39,10642.44,0.0,organic,2015,Portland,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.98,185733.81,49084.79,72843.91,21863.66,41941.45,41606.59,334.86,0.0,conventional,2015,RaleighGreensboro,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.78,3817.84,115.79,1898.15,481.06,1322.84,1172.56,150.28,0.0,organic,2015,RaleighGreensboro,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.99,140939.78,46757.26,65442.13,5499.99,23240.4,23240.4,0.0,0.0,conventional,2015,RichmondNorfolk,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.68,2729.66,45.91,1463.34,180.4,1040.01,773.34,266.67,0.0,organic,2015,RichmondNorfolk,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.03,73733.96,24165.84,30145.95,114.57,19307.6,19307.6,0.0,0.0,conventional,2015,Roanoke,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.61,3158.95,95.84,2175.66,0.0,887.45,390.0,497.45,0.0,organic,2015,Roanoke,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.99,347406.9,80757.92,216851.97,13205.04,36591.97,36574.73,0.0,17.24,conventional,2015,Sacramento,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,2.04,4643.81,872.55,3592.5,0.0,178.76,112.09,66.67,0.0,organic,2015,Sacramento,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.91,385289.59,143861.4,140359.41,20206.16,80862.62,64857.94,16004.68,0.0,conventional,2015,SanDiego,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.87,7022.99,1232.37,5300.75,0.0,489.87,489.87,0.0,0.0,organic,2015,SanDiego,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.05,651638.6,102783.08,462966.47,31195.04,54694.01,53992.69,647.78,53.54,conventional,2015,SanFrancisco,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,2.58,13218.02,953.12,12235.08,0.0,29.82,3.15,26.67,0.0,organic,2015,SanFrancisco,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.17,373309.53,90354.26,131571.17,9372.34,141505.48,141430.43,0.0,75.05,conventional,2015,Seattle,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,2.06,17765.82,647.06,13403.0,34.69,3681.07,115.51,3649.63,0.0,organic,2015,Seattle,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.97,217965.37,125440.43,42269.54,7454.33,42801.07,33356.89,9433.78,10.4,conventional,2015,SouthCarolina,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.71,3543.38,369.89,1185.76,348.82,1638.91,1472.43,166.48,0.0,organic,2015,SouthCarolina,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.82,4347510.51,2105670.46,1234911.39,27985.18,601011.86,505843.61,95136.58,31.67,conventional,2015,SouthCentral,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.47,48739.53,21480.33,3491.54,0.0,23767.66,21567.32,2200.34,0.0,organic,2015,SouthCentral,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.97,2615828.04,1797110.09,273706.42,12260.75,532750.78,280568.93,252139.55,30.26,conventional,2015,Southeast,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.63,24450.39,7633.55,5929.83,556.13,10330.88,7563.48,2767.4,0.0,organic,2015,Southeast,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.17,51432.09,16876.93,16826.84,2523.85,14000.11,15204.47,0.0,0.0,conventional,2015,Spokane,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.8,1180.38,42.33,825.93,0.0,312.12,0.0,312.12,0.0,organic,2015,Spokane,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.16,129475.25,38130.41,26526.03,115.21,64703.6,57854.06,6840.66,8.88,conventional,2015,StLouis,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.58,3886.94,1748.75,1240.67,0.0,1039.31,33.33,1005.98,0.0,organic,2015,StLouis,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.38,35852.68,719.36,21285.35,8.89,13839.08,13839.08,0.0,0.0,conventional,2015,Syracuse,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.59,1023.37,4.0,39.83,0.0,979.54,979.54,0.0,0.0,organic,2015,Syracuse,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.96,330060.95,213390.26,41026.86,18.37,75625.46,36785.63,38839.83,0.0,conventional,2015,Tampa,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.73,1685.8,791.5,8.85,0.0,885.45,885.45,0.0,0.0,organic,2015,Tampa,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.99,22617999.38,8094803.56,9003178.41,731008.41,4789009.0,3901953.04,856560.34,30495.62,conventional,2015,TotalUS,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.5,507830.81,79215.51,208733.32,3749.48,216132.5,91658.24,124474.26,0.0,organic,2015,TotalUS,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.99,3719603.21,1461861.54,1216811.0,104219.76,936710.91,688674.0,247318.15,718.76,conventional,2015,West,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,1.26,174210.66,22168.11,57717.17,102.49,94222.89,1722.92,92499.97,0.0,organic,2015,West,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,0.81,519028.45,335446.83,103635.94,11463.06,68482.62,67264.73,1217.89,0.0,conventional,2015,WestTexNewMexico,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-11-29,2.08,4638.1,1395.02,2238.04,61.71,943.33,943.33,0.0,0.0,organic,2015,WestTexNewMexico,31.0,75.0,43.0,8.0,19.0,24.0,4
2015-12-06,1.08,78992.15,1132.0,71976.41,72.58,5811.16,5677.4,133.76,0.0,conventional,2015,Albany,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.84,1158.42,90.29,104.18,0.0,963.95,948.52,15.43,0.0,organic,2015,Albany,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.99,357636.82,283024.01,23740.85,307.83,50690.04,37032.67,13654.66,2.71,conventional,2015,Atlanta,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.48,4400.25,1358.53,1735.98,0.0,1305.74,130.0,1175.74,0.0,organic,2015,Atlanta,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.04,649141.25,51129.29,453586.5,25760.49,118664.97,117112.77,1552.2,0.0,conventional,2015,BaltimoreWashington,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.46,9717.55,432.82,4364.69,432.48,4475.35,715.2,3760.15,0.0,organic,2015,BaltimoreWashington,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.71,95295.34,35590.98,12526.5,4086.26,43091.6,42734.53,0.0,357.07,conventional,2015,Boise,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.36,1286.83,11.75,533.55,0.0,741.53,73.33,668.2,0.0,organic,2015,Boise,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.02,488679.31,5126.32,407520.22,142.99,75889.78,75666.22,223.56,0.0,conventional,2015,Boston,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.29,8286.37,37.55,466.83,0.0,7781.99,7781.99,0.0,0.0,organic,2015,Boston,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.23,108457.82,1737.71,58197.34,167.12,48355.65,48355.65,0.0,0.0,conventional,2015,BuffaloRochester,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.57,2544.92,17.41,102.56,0.0,2115.0,2096.59,126.28,0.0,organic,2015,BuffaloRochester,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.91,5775536.27,1943065.5,2100246.17,221957.26,1510267.34,1376640.91,126664.37,6962.06,conventional,2015,California,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.48,91211.53,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0.0,organic,2015,California,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.99,156114.08,34117.36,63074.74,28482.72,30439.26,27376.3,2257.34,0.0,conventional,2015,Charlotte,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.95,2487.94,162.31,1278.07,577.56,470.0,470.0,0.0,0.0,organic,2015,Charlotte,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.14,664020.49,53173.18,455048.11,92888.37,62910.83,62473.12,420.95,16.76,conventional,2015,Chicago,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.59,27081.13,819.66,26104.8,0.0,33.33,156.67,0.0,0.0,organic,2015,Chicago,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.83,207513.04,2914.81,129978.67,15475.56,59144.0,13539.21,42885.85,2718.94,conventional,2015,CincinnatiDayton,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.48,7189.95,234.08,7004.43,0.0,1417.67,663.33,754.34,0.0,organic,2015,CincinnatiDayton,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.99,137195.59,60376.23,33565.14,24435.11,18819.11,12451.6,3866.86,2500.65,conventional,2015,Columbus,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.52,3535.8,469.17,2218.83,2.23,526.13,549.78,295.79,0.0,organic,2015,Columbus,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.74,1054849.97,514160.41,412692.22,8533.47,110783.37,108772.12,10525.27,166.48,conventional,2015,DallasFtWorth,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.48,10458.62,5582.56,401.5,0.0,4474.56,4474.56,0.0,0.0,organic,2015,DallasFtWorth,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.76,838225.19,111259.34,378124.28,8807.96,340033.61,35086.04,304844.07,103.5,conventional,2015,Denver,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.92,41324.9,3841.78,8059.68,33.27,29390.17,430.0,28960.17,0.0,organic,2015,Denver,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.98,339797.19,92957.56,78805.63,113791.21,54242.79,30612.06,885.86,9733.86,conventional,2015,Detroit,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.8,7059.51,1289.28,4788.95,0.0,981.28,300.0,681.28,0.0,organic,2015,Detroit,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.93,217174.66,4026.57,165454.45,15635.86,32057.78,26570.4,2816.43,3926.79,conventional,2015,GrandRapids,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.64,1497.39,944.24,492.28,0.0,206.67,206.67,0.0,0.0,organic,2015,GrandRapids,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.0,2981347.2,401676.14,1680591.43,398320.64,431502.68,325850.0,124306.44,50602.55,conventional,2015,GreatLakes,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.6,71502.74,7269.3,53935.3,3.12,10295.02,5915.04,4379.98,0.0,organic,2015,GreatLakes,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.1,171195.76,23707.06,99013.86,118.19,46803.55,46345.26,458.29,0.0,conventional,2015,HarrisburgScranton,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.3,3109.42,137.97,185.9,3.2,4527.6,415.87,4111.73,0.0,organic,2015,HarrisburgScranton,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,1.19,239945.42,4269.91,199395.25,192.36,36087.9,35448.13,639.77,0.0,conventional,2015,HartfordSpringfield,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,2.16,2739.09,192.25,2179.25,15.11,352.48,349.15,3.33,0.0,organic,2015,HartfordSpringfield,31.0,77.0,46.0,8.0,36.0,21.0,1
2015-12-06,0.74,989676.85,368528.91,490805.0,7041.19,123301.75,61020.31,62281.44,0.0,conventional,2015,Houston,31.0,77.0,46.0,8.0,36.0,21.0,1
